Cluster ID,Número de Abstracts,Ejemplo de Abstract
124,1,"Computational thinking has become one of the key literacies necessary for talents in the digital and intelligent era of the 21st century. In the current educational environment, the content of the curriculum that is detached from reality and the ..."
1171,2,"Pair programming is a collaborative activity that enhances students computational thinking (CT) skills. Analyzing students interactions during pair programming provides valuable insights into effective learning. However, interpreting classroom dialogues ..."
3014,2,This paper investigates whether aspects of structured dance and choreography may improve cognitive skills related to computational thinking. It also explores the relationship between performance on computational thinking tasks and motivation. Twenty ...
985,1,"Computational thinking has been identified as an important skill for children to learn in the 21st century, and many innovative kits and tools have been developed to integrate it into childrens learning. Yet, most solutions require the use of devices ..."
120,1,"Cultivating students' computational thinking skills is one of the important teaching goals of college computer courses, and constructing a scientific and effective structural framework for computational thinking is the basis for implementing ..."
125,2,"Computational thinking (CT) and problem-solving skills are increasingly integrated into K-8 school curricula worldwide. Consequently, there is a growing need to develop reliable assessments for measuring students' proficiency in these skills. Recent ..."
1953,1,"Using a design thinking approach, we surveyed and interviewed grade 6-9 teachers on their experience with Scratch and Parsons Programming Puzzles (PPP). The results lead us to extend Scratch with gameful PPP functionality focused on individual ..."
1946,1,"This paper describes a research-practice partnership (RPP) in western South Dakota involving twenty 4th and 5th grade teachers and a support team of university researchers and K-12 learning specialists. For three years, the RPP has been exploring ways to ..."
501,1,"In the educational setting, consolidating computational thinking (CT) and digital literacy (DL) as two important skills for 21st- century professionals have become more important than ever. Nonetheless, scientific literature on both topics has rarely ..."
239,2,"Due to the increasingly computational nature of professions, computational thinking (CT) is of growing importance to authentic science learning and the education of future scientists. To meet this need, CT integration is expanding within classrooms. We ..."
2803,2,"With the development of the digital age, online teaching and learning is becoming more widespread in schools around the world. In the online teaching environment, the teaching mode of the course is an important element that receives attention in ..."
1889,2,"In this poster, we will present approaches and associated design principles for integrating computational thinking (CT) into middle school Social Studies, Arts, and Language Arts instruction to enhance disciplinary learning. We used four steps to ..."
1784,1,"Students who receive special services in mathematics or neurodiverse learners (NDLs) deserve to learn mathematics at a rigorous and equitable level as their peers. Yet, many of these students are not reaching proficiency. Computational thinking (CT) may ..."
1622,1,"Nature connection fosters children's healthy development, and long-term sustainable behaviours. Most research into children-nature connection has focused on positive experiences. However, theories of constructive hope suggest that as well as imbuing a ..."
1212,1,"In the context of educational equity and social participation in the modern technological world, future skills, including problem-solving, are increasingly important for children. Consequently, various projects have developed learning opportunities in ..."
141,2,"In recent years, computational thinking (CT) has focused on how children and citizens develop basic computing skills which empower them to participate in a digitised society and broaden participation and engagement with CT. We present the exploration of ..."
254,3,"Self-efficacy is an important construct in education, as it can influence (among other aspects) perseverance, engagement and success on educational tasks. As such, a students Computational Thinking (CT) self-efficacy can have an important influence on,..."
951,1,"Printing 3D objects is exciting and engaging for young learners. However, how can this emerging technology benefit the development of skills, such as Computational Thinking (CT) and Design Thinking (DT), through a meaningful process of imagining, ..."
408,2,"This study analyzed the relationship between computational thinking (CT) and coding attitudes of upper elementary students after exposure to a year-long CT curriculum. Using ordinary least squares regression and controlling for student demographics (i.e.,..."
1435,2,"As computational thinking (CT) becomes increasingly acknowledged as an important skill in education, self-directed learning (SDL) emerges as a key strategy for developing this capability. The advent of generative AI (GenAI) conversational agents has ..."
127,1,"Computational thinking is a key competence for children to learn in todays digitized world. In order to effectively teach computational thinking, elementary science teachers need to have appropriate professional knowledge, consisting of content as well ..."
1814,1,"Adaptive support can help learners in Open-Ended Learning Environments (OELEs), where the free-form nature of the interaction can be confusing to students. In this paper, we design and evaluate an Intelligent Pedagogical Agent (IPA) for an OELE designed ..."
1214,1,"Computational thinking (CT) is playing an increasingly relevant role within disciplinary teaching in elementary school, particularly in science. However, many teachers are unfamiliar with CT, either because their education occurred before the ..."
46,2,"Computational thinking (CT) is a foundational skill of computer science that all elementary students should have equitable access to for learning and engaging in throughout their day. For the integration of CT into science instruction to be successful, ..."
1856,1,"Computational thinking can be deemed as thinking in algorithmic way, with which one can transpose given problems into computer algorithms. Since computational thinking requires abstract reasoning, it should not depend on particular programming languages. ..."
208,2,"The lack of clarity about the definition of Computational Thinking (CT) undermines its assessment and the formulation of effective learning strategies for its development. We propose an assessment tool in Spanish, designed by carefully selecting Bebras ..."
1544,1,"Background and Objective. Teacher assessment research suggests that teachers have good conceptual understanding of CT. However, to model CT-based problem-solving in their classrooms, teachers need to develop the ability to recognize when and how to apply ..."
621,1,"Schools throughout the United States are engaging in efforts to integrate computational thinking (CT) across various elementary curricula. However, there is very little guidance for effective approaches to integrating CT consistently and cohesively ..."
242,2,"The research aims to analyze the impact of games on the development of computational thinking in students, specifically the digital card game called Moon (a card game where the computer of the Eagle lunar module is controlled during the first moon ..."
446,2,Computational thinking (CT) is a unique skill set that can provide advantages not only in the field of computer science (CS) but also in other disciplines. There is potential benefit in incorporating CT practices in other subjects so students from ...
1846,1,"Due to the proliferation of technology in daily life and the growing number of ways in which humans and machines interact, the process of designing interactive elements has become critical. Nevertheless, design students are seldom able to design and ..."
1967,1,"In our modern society, technology has profoundly reshaped various aspects of our lives, influencing the way we work, communicate, and interact. This raises a fundamental question: Is the current K-12 education system adequately preparing students for ..."
101,2,"This paper describes an unplugged computational thinking (CT) resource for primary and secondary schools developed from Bebras tasks. In Ireland, CT is not part of the primary school curriculum or mandatory in secondary schools. However, the National ..."
393,1,"The impact of the COVID-19 crisis on education has opened new doors and accelerated change, and a learning opportunity has emerged towards the digital transformation of teaching models. Computing acquires a new relevance and fits into the plan to ..."
115,2,"One of the most efficient ways for elementary school students to gain exposure to computational thinking is when it is integrated into other disciplinary areas; however, elementary school teachers often lack the necessary resources to do this ..."
1924,1,"INFACT aims to provide differentiable teaching and learning activities in Computational Thinking (CT) that are inclusive for neurodiverse learners in grades 3-8. Neurodiversity refers to learners with autism, ADHD, dyslexia, and other related cognitive ..."
140,1,This paper describes a collaborative project that was conducted to promote K-8 Computer Science Education among in-service and pre-service teachers. More than 40 pre-service and in-service teachers participated in a learning experience designed to ...
78,1,"Teaching computational thinking for children has reached ample dimensions along the last decade, and has culminated in the creation of various products, programs and projects that aim to democratize the access to this body of knowledge. However, ..."
1138,1,"This article provides a summary of a research plan as part of the ""educational robotics"" line of research of the doctoral plan for training in the Knowledge Society. The main objective of the research plan is to propose a curricular approach of ..."
556,2,"Computational Thinking is seen as a crucial skill in an increasingly digital society. Researchers and educators in higher education therefore aim to improve the Computational Thinking (CT) skills of students using appropriate interventions. However, ..."
74,2,There is growing attention for integrating Computational Thinking (CT) into various subjects across the K-12 curriculum with a concomitant increase of interest in investigating teachers pedagogical content knowledge (PCK) regarding CT. This study is ...
2565,1,This report summarizes the information related to a PhD project that aims to develop an Open-Source Emotion-Based Adaptive Learning Support System through Computational Thinking activities. This paper outlines the proposed objectives and provides an ...
1383,1,This paper focuses on a participatory activity that is part of an ongoing partnership formed six years ago between teachers and academics to study creative technology approaches to youth participation. By focusing on a food-based activity in an after-...
1264,1,"Computational thinking (CT) has become a recent policy agenda in order for students to develop interest and foundational understanding in computing and preparation for an increasingly technological workforce. In order to integrate CT into K-12 education,..."
2985,2,"Culturally Responsive Teaching (CRT) is a pedagogical strategy that aims to engage culturally and linguistically diverse students in the classroom, to validate and to empower them (Scott, Sheridan, & Clark, 2014; Gay, 2010). Five commonly described ..."
1457,1,"This mixed methods study examined barriers faced by three elementary schools in their approaches to integrating computational thinking (CT) into classroom instruction. Because CT is a relatively new instructional area, limited research guides CT ..."
102,2,"The cultivation of computing thinking in primary school has attracted the attention of all countries in the world. Based on the fifth grade information technology curriculum of primary school, this paper constructs a practice link based on problem ..."
1945,2,"Teacher education programs are beginning to acknowledge the important role they play in preparing teachers to support students in the area of STEM, coding, Computational Thinking and robotics. As a result, new courses are being developed that connect ..."
1955,1,"In this chapter, we describe a pedagogical approach aimed at preparing pre-service teachers to integrate (CT) into K-8 contexts. Specifically, we present a standalone educational technology course with explicit attention on connecting CT to disciplinary ..."
447,1,"Computational Thinking (CT) is a fundamental and important skill set in our world and should therefore be taught and practiced in school. In this poster abstract, we present our ongoing initiative on establishing CT as a fundamental and interdisciplinary ..."
2136,1,"Through an exploratory study of a 6-year-old child and his parents, we explored the complexities of children's affective learning experience with tangible programming games, specifically focusing on the impact of scaffolding dialogues and social-..."
138,1,"This poster outlines the design and results of a course entitled ""Computational Thinking in Music."" The course teaches computational thinking principles as a general education objective to undergraduate students, using data-driven investigation to ..."
592,2,"For more than a decade, there has been debate about how to describe the concept of computational thinking (CT), focusing on the skills of decomposition, abstraction, pattern recognition, and algorithmic thinking. As CT can also be seen as a problem-..."
2782,2,"Computational Thinking Bins are stand alone, individual boxes, each containing an activity for groups of students that teaches a computing concept.We have a devised a system that has allowed us to create an initial set, test the set, continually improve ..."
3067,2,"With the continuous development of information technology, computational thinking has become a necessary quality for students to adapt to the era of artificial intelligence in the 21st century. After the release of the Information Technology Curriculum ..."
1094,1,"With a focus on problem resolution, Computational Thinking (CT) can assist in developing cognitive abilities. A way to work with CT is using educational digital games (EDG), a ludic tool that stimulates the students learning. Still, adjustments are ..."
123,2,Abstractions and algorithms are at the heart of computational thinking. In this talk I will discuss the evolution of the theory and practice of programming language and compiler design through the lens of computational thinking. Many of the key concepts ...
1869,1,The authors of the article focus on Computation thinking. The aim of the article is any motivate the student primary and secondary (high) schools using robotic toys: Ozobot EVO. The theoretical part of the thesis consists of a description of the ...
219,3,"After the computational thinking sessions in the previous 2016-2019 editions of TEEM Conference, the fifth edition of this track has been organized in the current 2020 edition. Computational thinking is still a very significant topic, especially, but ..."
1298,1,The fundamental rights of hospitalized minors include receiving educational and emotional attention during the illness situation. Currently the teaching of computational thinking and programming constitute a new literacy that must be carried to all ...
1151,2,"Boardgames exist that explicitly address Computational Thinking (CT for short) concepts and practices. Some are actual games, while others are more akin to gamified learning activities. And since CT has been formalized only recently, many existing ..."
431,2,"Computational Thinking (CT), entailing both domain-general and domain-specific skills, is a competency fundamental to computing education and beyond. However, as a cross-domain competency, appropriate assessment design and method remain equivocal. Indeed, ..."
151,2,"Computational thinking has become the main way of thinking in the era of information 2.0. The cultivation of computational thinking has become the teaching focus of the reform of computer courses in Chinese universities, and also one of the core ..."
1192,1,"Prior research has explored potential applications of video games in programming education to elicit computational thinking skills. However, existing approaches are often either too general, not taking into account the diversity of genres and ..."
1850,1,"Students of Computer Science often struggle with the abstract nature of the content of their studies, especially in the student entry phase. This is partly due to the fact that on the one hand, many first year students possess only moderate abstract ..."
272,2,"There is little empirical research related to how elementary students develop computational thinking (CT) and how they apply CT in problem-solving. To address this gap in knowledge, this study made use of learning trajectories (LTs; hypothesized learning ..."
223,1,"This is the second occasion that Computational Thinking track is presented in TEEM Conference. Our Society is claiming for more technical professionals and future job will need workers know the computational principles to be applied in their daily tasks,..."
579,1,The momentum around computational thinking (CT) has kindled a rising wave of research initiatives and scholarly contributions seeking to capitalize on the opportunities that CT could bring. A number of literature reviews have showed a vibrant ...
50,2,"Variable is a common computer science (CS) concept and is being introduced to upper elementary students in computational thinking (CT)-integrated instruction. However, there is scant empirical evidence of when and how elementary students should learn ..."
2463,1,"The recent widespread popularity of computational thinking (CT) has raised the need for a reliable method for assessing it. Recent CT tests focus on programming skills rather than the analytical ability and problem-solving processes in science, ..."
1866,1,"In this article I present a theoretical framework for the concept ""computational thinking"". I do so in response to some of the problems and consequences of the lack of viable theoretical foundations; especially in relation to the development in recent ..."
2196,1,An overarching goal of biostatistics education at any public health school is to cultivate students' ability to solve real-world problems. This paper discusses unconventional approaches to enhancing students' problem-solving ability in the setting of an ...
1532,1,"Computational Thinking has been understood as an essential ability in a society mediated by technology. However, literature in the field shows that initiatives for developing this ability rarely address challenging contexts audiences. In this paper, we ..."
1072,1,The worldwide push for computing education at younger ages requires that teachers are prepared to deliver instruction that supports all learners. Other discipline-based education research fields offer a wealth of instructional scaffolds worthy of ...
1184,1,The introductory agent-based modeling course we are presenting aims to equip second-year sociology students with basic skills which are critical to transforming their research ideas into theories and computational models. Our course follows a general ...
75,2,"Todays teaching and didactical methods are trying more and more to integrate digital technologies and computational thinking (CT) into other subjects. One way of combining and integrating these important skills and CT into all subjects, school levels, ..."
1408,1,"This paper presents iThinkSmart, an immersive virtual reality-based application to facilitate the learning of computational thinking (CT) concepts. The tool was developed to supplement the traditional teaching and learning of CT by integrating three ..."
2168,1,"The role of non-formal education in increasing female participation in Computer Science (CS) is a hot topic. Short-term interventions, including programming skill outreach activities, have been reported to increase self-efficacy and willingness to pursue ..."
1494,1,"Programming and computational thinking (CT) have become important topics in elementary education and are being implemented by national curricula, extracurricular programs, and informal learning environments. Most related research and implementation is ..."
2330,1,"This poster provides an overview of the goals and objectives of the New York City Department of Education's (NYCDOE) Hack League, a district-wide competition that invites middle and high school students with any level of CS experience to explore the ..."
435,1,"To meet the demands of 21st century societies, it is essential that faculty across disciplines engage students with course activities and assignments that foster the development of computational thinking (CT). In this study, we address two pertinent ..."
615,1,"In this poster, we will present the initial results of a meta-aggregation study that synthesizes qualitative evidence to identify the charac- teristics of effective in-service teacher professional development programs (TPD) around computational thinking ..."
1600,1,"In this work, we describe our effort to develop, pilot, and evaluate a model for infusing computational thinking into undergraduate curricula across a variety of disciplines using multiple methods that previously have been individually tried and tested, ..."
2898,1,"Computational Thinking has become an important cognitive skill to develop in all areas of education. Despite its increasing popularity, the construct itself is only partially understood. There are few measures currently in place that advance our ..."
121,1,"The research project aims to identify the cognitive processes underlying the Computational Thinking (CT) skills of primary school pupils. Moreover, it investigates which didactical strategies are most effective for implementing CT in the curriculum. A ..."
53,2,"There is a growing focus on computational thinking (CT) in terms of supporting childrens understanding of everyday technologies. But unlike other technologies, Augmented Reality (AR) has received limited attention. In this paper, we present ExposAR  a ..."
200,1,"Modeling is commonly employed in school settings to help students develop an understanding of biological systems [3]. By inspecting and modifying the inner workings of their models, students become familiar with causal factors and how they impact the ..."
111,1,"At present, there is a certain lag in the teaching ability of computational thinking in our country. This article is based on STEM86 platform, ISTE published by the author ""Educator standards: Under the guidance of computational Thinking ability, a ..."
51,2,"Computational thinking (CT) has been recognized as an important part of K-12 education in many countries and is often described in term relating to computer science both in concepts and context. However, the unique practice of computer scientists ..."
2298,1,"Teachers new to computing who are not familiar with technical jargon can feel like they have landed in a foreign world, making them reluctant to take on the subject, and potentially leading to misconceptions and misunderstandings in the classroom. ..."
2943,3,"Social-emotional skills and computational thinking are related to problem-solving skills. Even though these are crucial areas in todays world, they are only rarely taught in school and interventions that target these areas simultaneously are still ..."
80,2,"Torino is a tangible programming environment designed for teaching the computational thinking curriculum in the UK to children who are blind or low vision (henceforth, just children) in an inclusive setting. In this paper we describe the experience of ..."
432,2,"As computing education begins to grow in K-12 classrooms, it is increasingly important to understand the relationships between a student's coding attitudes and computing outcomes. While work has been done at the undergraduate and high school level, less ..."
1164,1,"One of the key factors for measuring success in distance learning is student interaction with learning materials. Remote instruction has gained substantial traction with the advent of online education, and this attention has increased in the presence of ..."
2265,1,"Computer science education is more important than ever. The COVID-19 pandemic has highlighted our society's reliance on computing and its power to help businesses innovate and adapt, yet at the same time has surfaced greater disparities for students ..."
2859,1,"Teaching algorithmic thinking and programming is an important competency for future informatics teachers to acquire. To encourage this, we are investigating the development of a teaching-learning structure that combines the concept of semantic waves ..."
45,2,"With the growth of Computer Science (CS) and Computational Thinking (CT) instruction in the primary/elementary domain, it is important that such instruction supports diverse learners. Four categories of students -- students in poverty, multi-lingual ..."
1237,1,"At present, the mainstream means of measuring and assessing computational thinking are test papers and scales, which enable us to measure the level of students' computational thinking as a whole, but fail to represent the inner laws and thinking ..."
652,2,"Considering the expression ""computational thinking"" as an entry point to understand why the fundamental contribution of computing to science is the shift from solving problems to having problems solved."
1427,1,"This paper reports a pilot test to a scale called 'Holistic Assessment of Computational Thinking (Hi-ACT. Hi-ACT is seven-point Likert type scale comprises 155 items, resulting form a consensus study completed earlier, which aimed at measure ..."
1539,2,"Free-form Game-Design (GD) environments show promise in fostering Computational Thinking (CT) skills at a young age. However, such environments can be challenging to some students due to their highly open-ended nature. Our long-term goal is to alleviate ..."
2580,1,"The demand for computational thinking (CT) problem solving abilities surge as every aspect of life becomes more dependent on complex digital technologies. Just as in math and language, a strong CT foundation needs to be established in early education in ..."
1706,1,"Coding as a practical skill and computational thinking (CT) as a cognitive ability have become an important topic in education and research. It has been suggested that CT, as an early predictor of academic success, should be introduced and fostered ..."
112,1,"In the information age, computational thinking has become a basic quality necessary for learners. How to effectively improve the teaching effect and cultivate students' computational thinking ability has become the focus of most scholars. With the ..."
622,1,Computational thinking (CT) is increasingly becoming a part of the K-12 educational landscape. While high schools with computer science teachers or technology coaches on staff are well positioned to help teachers integrate computational thinking into ...
55,2,"For K-8 computer science (CS) education to continue to expand, it is essential that we understand how students develop and demonstrate computational thinking (CT). One approach to gaining this insight is by having students articulate their understanding ..."
164,1,"Curricular changes towards fostering computational thinking through programming activities for students of all ages are spreading rapidly throughout Europe. However, students may be negatively biased or not interested or prepared to engage in such ..."
1050,1,What should we teach students who are interested in geospatial data science and what should an undergraduate or graduate curriculum in this area look like? This paper addresses such issues from an epistemological perspective and discusses the critical ...
81,1,"One challenge in teaching computational thinking (CT) in K-12 is that teachers often lack resources to teach CT in their classrooms. In this work, we explore the use of game creation as an avenue for teaching CT. We describe WearableLearning, an online ..."
1893,1,"This paper presents an educational experience about the feasibility of using the KIBO robot to engage the learning of programming and computational thinking with students with Down syndrome (DS). In particular, we describe a pilot study carried out with ..."
173,1,"Computational thinking is considered a fundamental skill of children in the 21st century. In 2017, the new national curriculum standards of China included computational thinking as a core literacy of students. In this poster session, the authors will ..."
939,1,The Swedish government has recently introduced digital competence including programming in the Swedish K-9 curriculum starting no later than fall 2018. This means that 100 000 teachers need to learn programming and digital competence in less than a ...
884,2,"During two generations (2016 and 2017) the computational thinking evaluation has been carried out in order to establish learning scenarios for new students, such interventions have been made in the Programming methodology course, it belonging to the ..."
707,1,"The purpose of this study is to develop a set of sequence test called CTST, and to determine whether it can be used to assess Sequencing Ability in computational thinking (CT). The content of the test is adapted from Baron-Cohen's picture story. We ..."
2854,1,"In recent decades, technological developments related to computing, informatics, and digitization have generated radical changes in our lives. This new reality brings with it the need for children and young people to develop new basic skills linked to ..."
2778,2,"As Information and Communication Technology (ICT) literacy education has recently shifted to fostering computing thinking ability as well as ICT use, many countries are conducting research on national curriculum and evaluation. In this study, we ..."
792,1,Technology can be both a bane and a boon to education. Social media apps and digital games offer rich and highly stimulating forms of engagement outside of the classroom. This level of stimulus has created challenges for traditional educational ...
82,1,Adapting a teaching intervention to the proficiency level of a student improves learning when teaching programming. The goal of this PhD-project is to discover to what extent this holds when teaching computational thinking (CT) skills. I will first ...
2659,1,"Calls for standardized and validated measures of computational thinking have been made repeatedly in recent years. Still, few such tests have been created and even fewer have undergone rigorous psychometric evaluation and been made available to ..."
1790,1,"The usage of playful activities is common in introductory programming settings. There is normally a virtual character or a physical robot that has to collect items or reach a goal within a map. Visually, these activities tend to be exciting enough to ..."
2064,2,"We present reflections based on qualitative analysis of data from the CHEM+C Project which promotes computational thinking (CT) in classrooms through integration with science classes. The curriculum utilizes multiple representations, requiring students ..."
251,1,"In this paper, we explore the possible contribution of game modification (or modding) process to the development of Computational Thinking skills by discussing the design of ChoiCo (Choices with Consequences), an online digital environment for game ..."
1205,1,"Computational thinking has recently gained more and more relevance as problem-solving competence of the 21st century. Taking Wing's [1] grand vision into account, each student should have certain skills in computational thinking in order to be able to ..."
746,2,"This study investigated school-wide integration of computational thinking (CT) in elementary schools of: 1) systems-level approaches to integration; 2) teachers' understanding and implementation of CT integration, and 3) challenges to integration. Data ..."
1037,1,"It has been argued that computational thinking should precede computer programming in the course of a career in computing. This argument is the basis for the slogan ""logic first, syntax later"" and the development of many cryptic syntax removed ..."
1680,1,"We explore how generative conversational AI can assist students learning, creative, and sensemaking process in a visual programming environment where users can create comics from code. The process of visualizing code in terms of comics involves mapping ..."
285,1,"In this study, we adapted the notion of framing, a theoretical construct that refers to a person's expectations about social spaces (Goffman, 1974), to investigate whether teachers viewed computational thinking (CT) according to subject-specific frames. ..."
1284,1,"The acquisition of Computational Thinking (CT) skills is an essential goal of Computer Science (CS) education. Assessment of CT is critical for CS teaching and research. However, there is a paucity of developmentally appropriate CT measures designed for ..."
1203,1,Researchers and practitioners have demonstrated various benefits of introducing computational thinking (CT) through music composition coding. While researchers have studied the impacts on participant attitudes towards CT and their learning of CT ...
1905,1,"Educational robotics and physical computing have proved to be good sources of motivation for students of all ages and school levels. We conducted a series of workshops in the primary schools of city of Joensuu in eastern Finland, focusing on training ..."
1244,1,"We present HyperCubes, an Augmented Reality (AR) platform to foster computational literacy. Using paper cubes as AR markers and spatial tracking, the user becomes familiar with sequences of instructions as coding blocks. We leverage spatial cognition as ..."
1201,1,We propose computational empowerment as an approach and a Participatory Design response to challenges related to digitalization of society and the emerging need for digital literacy in K12 education. Our approach extends the current focus on ...
136,1,This paper describes the design of a mobile based gaming application - Meri Kahani - created to teach computational thinking skills to school going teenagers in underdeveloped areas of Pakistan. We explore the use of gamification to teach computational ...
481,2,"Policymakers believe that preparing all students from the earliest grades to high school for a new future of STEM+Computing (STEM+C) integration involves teaching them not only the science and math central to these areas, but also how computational ..."
3000,1,"There is a growing need to present all students with an opportunity to learn computer science and computational thinking (CT) skills during their primary and secondary education. Traditionally, these opportunities are available outside of the core ..."
1933,1,"Computational Thinking (CT) has been considered as a problem solving approach that involving fundamental thinking processes which include decomposition, pattern recognition, abstraction, and algorithms. To see that CT would be of useful to solve complex ..."
1852,1,"Tools like MIT App Inventor and Scratch are designed to help students develop programming and computational thinking skills by allowing them to use their interest and personal experiences to create meaningful artifacts. However, students often need ..."
1257,2,There are increasing calls for mathematics teachers to foster computational thinking (CT) skills in their lessons and align them with existing curricula and national educational policies. Algorithmic thinking (AT) and generalization are two key ...
1962,1,"concepts (CTCs), specifically in block-based programming environments like Scratch, has been challenging, and assessment instruments developed and presented in prior studies either do not provide a complete picture about students' cognitive processes or ..."
79,1,"There are several experience reports on teaching computational thinking (CT) to children in a playful way. However, we did not find in the literature any studies presenting a well defined proposal of types of tools or methods that could be adopted to ..."
356,1,"For online courses to be an effective alternative to face-to-face courses, they must provide equivalent levels of interaction, engagement, supervision, and support. This paper analyzes and compares the experiences of students in face-to-face and online ..."
778,1,"While programming is a process covering many stages, many of the tasks K-12 students meet at school are small with little need for, e.g., analysis or design. These earlier phases are, however, important to let children meet open-ended problems, ..."
108,2,"As final event of the project ""Informatics - A Child's Play?!"", which aimed at introducing computational thinking in primary and secondary schools, the authors initiated the first Children's Congress in 2016 with the main theme of ""Languages - Pictures -..."
116,1,"Computational Thinking (CT) is regarded as a key competency for k-12 children in the 21st century. In this project, a design-based learning (DBL) approach was proposed to improve elementary school students CT. This approach included programming skills ..."
575,1,"Developing computational thinking (CT) assessment methods appropriate for elementary students is attracting growing attention as CT research in elementary education progresses. To review the current elementary CT assessments for potential gaps, and seek ..."
2833,2,The promotion of Computational Thinking principles at different levels of education enables the development of practical competencies for software development. Several off-the-shelf technologies exist to promote computational abilities with the support ...
129,1,"Computational thinking (CT) is being considered as a key set of problem-solving skills to be acquired by the new generations of digital citizens and workers in order to thrive in a computer-based world. However, from a psychometric point of view, CT is ..."
2295,2,"Recently, there has been significant interest in integrating Maker-related experiences into formal education. A challenge is reconciling open-ended making and non-deterministic learning goals with standards that drive traditional education. In the ..."
608,1,"Although Computational Thinking and Programming have become obligatory in many national curricula, the majority of teachers in practice are currently in dire need of support from both the research and teaching community. A national research and teacher ..."
2040,2,Addressing unresolved questions concerning computational thinking.
3023,2,"In this study we examine how playing Zoombinis can help upper elementary and middle school learners build implicit computational thinking (CT) skills. Building on prior methods used with the digital science learning games, Impulse and Quantum Spectre, ..."
2807,2,"Computational thinking is an emerging teaching strategy as well as an ability necessary for all people in the future. In this study, social stories are used to teach autistic children social skills. Combining sequential computational thinking as a ..."
2845,1,"Computational thinking (CT) is a popular phrase that refers to a collection of computational ideas and habits of mind that people in computing disciplines acquire through their work in designing programs, software, simulations, and computations ..."
2758,1,"In this paper, we argue for a pedagogical approach of embracing ""mistakes"" as an effective teaching tool for coding. This technique of teaching uses mistakes as a learning tool to teach computational thinking. Instead of simply showing and explaining ..."
1054,2,"Addressing its cognitive essence, universal value, and curricular practices."
410,1,This study aimed to understand elementary students' challenges and interactions in computational thinking-integrated botany through robotics activities. Data was collected from screen-casting videos and analyzed using Collaborative Computing Observation ...
273,3,"Computational thinking (CT) is necessary for Science, Technology, Engineering, and Mathematics (STEM) literacy, but it can be difficult for many students to develop and it is challenging to integrate into science curricula. Here, we present a five-..."
90,1,"Chile is a medium-sized developing country, with approximately 3,500,000 school-aged children. Computational thinking (CT) has been recognized as a tool for developing XXI century skills, but Chile has a large population of in-service teachers that do ..."
47,2,Computational Thinking can be defined as a set of skills for problem solving based on Computer Science. Computational Thinking skills are not only limited to the field of computing but also extensible to all areas of knowledge. Young people grow up ...
318,2,"Computational thinking (CT) is emerging as an important theme in computer science and high school education. However, research is needed to develop pedagogies for introducing students to CT. This research study examines the possible synergistic effect ..."
130,1,"Computational thinking (CT) is a set of concepts and problem-solving skills that are not only imperative for computer scientists, but important and applicable to nearly every discipline. CT skills are essential in a world where technology is ubiquitous. ..."
1174,1,"In recent years, several visual programming languages and tools are emerging, which allow young students to easily program applications. Particularly, the block-based language used by Scratch has been the standard in most school initiatives to introduce ..."
1136,1,"Thinking computationally has become an important part of many disciplines. In creating lesson plans for teaching computational thinking (CT), an instrument can be used to assess the development of CT. This poster presents the Bebras Challenge tasks for ..."
2015,1,Several countries have usually adopted several priorities for developing ICT competences from kindergarten to secondary education. Most of them are focused on the development of key competences and/or coding skills. Although coding may be very attractive ...
134,1,"We describe the content, pedagogy and technology of a computational thinking course. While open to students in all majors, in practice the course serves students in predominantly non-STEM majors. We have seen the positive impact on student motivation of ..."
926,1,The purpose of this study was to describe the effectiveness of using living books (mobile leaning and augmented reality) within the context of microlearning approach to promote vocational students' computational thinking. The participants were 97 ...
3120,1,"This paper presents the recent evolution of a Web prototype originally conceived to teach music and computational thinking to preschool and primary school learners through a gamification approach. The software tool, called Legato, is based on the ..."
1206,1,"In this paper I discuss my doctoral research which aims to better understand collaborative computational thinking (CT). In order to be successful in the 21st century, skills such CT (understanding and applying computational concepts) are indispensable ..."
2494,1,Many programs offer informal experiences in programming for select students who may qualify or whose parents pay fees for attending. Integrating computational thinking (CT) in the formal classroom setting provides equal opportunities to develop valuable ...
2467,1,The aim of this paper is to broaden our view on the relationship between Computational Thinking and the development of the abstraction skill applied to mathematics. It was aimed to reveal trends and new potential solutions to be explored in the teaching ...
3026,1,This study seeks to extend the existing research on the use of visual programming tools to work and develop computational thinking. We show the primary education students' perceptions of the use of the software Lego Education WeDo in the subject of ...
2458,1,The recognition of middle grades as a critical juncture in CS education has led to the widespread development of CS curricula and integration efforts. The goal of many of these interventions is to develop a set of underlying abilities that has been ...
1188,1,"Our research group has studied how Kindergarteners through second graders can be introduced to the ideas of Computational Thinking (CT) through engineer design, unplugged, and programming activities. We often found it difficult to explain the boundaries ..."
